2,1625.0,1383.4
7,1587.4,5320.9
12,4616.7,13487.5
17,2275.2,11720.7
22,5512.6,15645.7
27,7550.0,5529.2
32,5408.4,4729.1
37,5921.0,3979.1
42,12262.6,6645.7
47,16324.9,5350.0
52,15312.6,5896.0
57,11483.3,6612.1
62,10437.4,7799.8
67,11120.6,7887.5
72,5600.0,8879.3
77,5508.2,7529.2
82,4866.6,8112.4
87,6591.8,8658.3
92,7391.5,9245.8
97,7425.0,9841.7
102,12487.5,10404.0
107,8346.0,10933.2
112,8479.1,14149.8
117,8933.3,12083.2
122,9358.3,12566.5
127,9708.3,13062.3
132,10004.3,13791.7
137,10458.3,3370.8
142,10866.9,2079.2
147,11237.5,2125.0
152,11612.2,2266.6
157,12075.1,2325.0
162,12425.1,2387.5
167,13012.6,2445.8
172,15291.6,2604.2
177,16862.5,2650.0
182,17287.4,2766.5
187,19554.0,3316.6
192,18533.5,2983.3
197,18487.6,3054.2
202,19483.4,3100.1
207,19391.7,3170.8
212,19883.5,3312.4
217,20658.4,3450.0
222,21266.6,3404.1
227,21262.3,3591.7
232,21929.1,3612.7
237,22037.3,3745.7
242,22937.6,3908.5
247,23508.5,3991.7
252,29529.2,4095.8
257,27504.1,4120.9
262,25429.3,4191.8
267,26195.9,4295.8
272,27825.2,4324.9
277,33600.0,4566.7
282,31279.1,7208.3
287,45145.9,6429.3
292,33791.7,4654.1
297,31791.6,4708.3
302,28312.5,4704.0
307,29933.2,4816.7
312,29504.2,4929.1
317,29891.9,5058.3
322,34091.6,5104.3
327,32012.6,5120.9
332,26037.3,5204.1
337,26479.2,5295.7
342,29733.4,5404.3
347,32254.0,5462.4
352,33704.1,5516.7
357,34487.3,5645.8
362,34766.6,5750.0
367,37596.0,5708.4
372,35579.1,5883.4
377,37204.2,6100.1
382,36004.1,5812.6
387,36358.0,5891.8
392,38095.9,5891.5
397,37712.5,6054.1
402,37941.6,6158.3
407,39345.8,6200.2
412,40333.1,6275.2
417,39771.0,6408.2
422,44320.8,6700.2
427,41670.8,6799.9
432,60462.5,6950.2
437,46945.6,7504.3
442,45137.6,6787.3
447,43375.0,6804.1
452,44566.7,6933.3
457,46958.4,6937.5
462,47808.2,7249.7
467,57904.2,7387.4
472,46920.8,10312.4
477,51629.2,12641.6
482,50183.5,13745.9
487,54579.1,9754.1
492,58666.5,8266.8
497,53741.6,7995.6
502,72545.9,9058.1
507,48212.5,8087.7
512,45466.6,7833.3
517,48020.8,7900.0
522,46750.0,7945.6
527,46079.2,7937.5
532,49737.6,8504.3
537,48775.1,9937.7
542,60741.7,11016.7
547,55258.5,10145.8
552,49262.6,8546.0
557,50450.0,8578.9
562,49937.5,8712.7
567,50091.8,8845.8
572,51800.0,9479.2
577,55262.7,8958.2
582,53287.6,8979.4
587,52866.6,8958.2
592,53104.0,9754.5
597,52825.0,7583.1
602,52400.1,7604.2
607,55683.2,7766.5
612,59133.3,7804.1
617,58437.6,7954.2
622,57637.5,7891.7
627,56166.5,7991.7
632,59158.3,8520.7
637,56600.1,8420.8
642,58850.0,8445.8
647,171850.0,8545.5
652,34842.0,8312.6
657,17683.6,8841.7
662,18300.0,8408.4
667,18370.7,8416.7
672,17445.7,8054.3
677,17504.2,8166.6
682,21345.8,8308.1
687,17945.9,8200.2
692,17858.2,8404.2
697,18383.2,8479.1
702,19491.6,8433.4
707,19341.8,8479.0
712,20725.0,8579.0
717,22325.3,8604.1
722,22129.2,9883.0
727,21833.5,8775.0
732,21300.1,8766.6
737,20770.8,8854.1
742,20129.3,9004.2
747,20162.5,9137.4
752,21708.2,10245.7
757,23233.2,9221.0
762,24212.3,9308.4
767,21916.8,9212.2
772,21987.7,9341.8
777,21525.1,9399.9
782,22475.2,9425.1
787,22220.7,9529.2
792,22529.0,9616.5
797,22566.5,9596.1
802,25808.5,14258.4
807,26221.1,10412.6
812,26003.9,11208.2
817,25066.6,12600.1
822,25866.7,12570.8
827,26404.1,12895.7
832,27425.2,11137.4
837,23854.2,10333.2
842,23912.5,10375.1
847,25670.7,13937.5
852,23841.5,10566.4
857,23895.7,10579.2
862,23995.8,10612.2
867,24799.8,10700.1
872,24383.2,10849.8
877,23933.4,10908.2
882,24750.1,10825.2
887,25908.1,10945.6
892,25112.7,11137.4
897,24587.7,10937.7
902,24899.9,11037.2
907,28562.3,11058.1
912,25262.4,11129.1
917,25075.0,11308.4
922,25629.3,11354.3
927,24629.1,11449.8
932,25416.9,11641.6
937,27333.4,11749.9
942,28545.7,13579.0
947,27441.6,12362.4
952,28479.3,12387.5
957,26383.4,11791.6
962,27595.8,12541.7
967,28528.9,12116.7
972,29249.7,13983.4
977,31554.2,12308.5
982,30150.0,13024.9
987,29049.9,13833.3
992,30470.8,17112.5
997,32525.2,14170.9
