10,15550.0,9541.5,1.6297227899177278
12,7312.3,2758.2,2.651113044739323
14,8366.7,5191.6,1.6115840973880884
16,8779.1,6637.4,1.322671528007955
18,10158.3,20521.1,0.49501732363274875
20,3570.7,10770.9,0.3315136153896146
22,2854.2,7358.2,0.38789377836970995
24,3154.1,12479.2,0.2527485736265145
26,3533.4,13124.9,0.26921347972175025
28,3850.1,13750.1,0.28000523632555396
30,6820.8,16137.4,0.42267031863869026
32,4654.2,12845.8,0.36231297389029876
34,4908.3,4262.4,1.151534346846847
36,4220.7,5770.8,0.7313890621750884
38,4266.7,5441.7,0.78407482955694
40,4816.6,7929.1,0.6074586018589752
42,5649.9,6458.2,0.8748412870459261
44,5395.8,7058.4,0.7644508670520231
46,5658.3,9887.6,0.572262227436385
48,5966.7,8279.1,0.7206942783635902
50,6233.2,11979.2,0.5203352477627888
52,6575.1,12204.1,0.538761563736777
54,6900.0,11745.8,0.5874440225442286
56,7954.1,10058.3,0.7907996381098198
58,7554.1,13599.9,0.555452613622159
60,8145.9,14000.1,0.5818458439582574
62,8304.2,16266.8,0.5104999139351317
64,8199.9,15791.7,0.5192537852162844
66,8645.8,15333.4,0.5638540701996948
68,9283.3,17179.2,0.54038022725156
70,9233.2,17791.8,0.5189581717420385
72,10004.5,21050.1,0.47527090132588445
74,9762.5,20508.3,0.4760267794015106
76,10612.4,21700.1,0.4890484375648039
78,10929.2,23783.3,0.45953252912758114
80,10879.2,25049.9,0.4343011349346704
82,11296.0,30204.2,0.37398772356162385
84,11633.5,24012.4,0.484478852592827
86,14787.5,24495.9,0.603672451308178
88,12341.8,32333.4,0.38170436761986054
90,12779.2,29933.2,0.4269239506634774
92,12833.1,33104.2,0.3876577594383795
94,13545.8,32658.3,0.41477357976379664
96,13487.5,35954.2,0.3751300265337569
98,13870.8,34562.5,0.4013251356238698
100,14987.7,37625.0,0.3983441860465117
102,15008.4,40962.6,0.36639275827218
104,15629.3,39850.0,0.39220326223337515
106,15674.9,43416.6,0.36103471943910853
108,21795.8,44916.7,0.4852493615960211
110,7350.0,47887.5,0.1534847298355521
112,6220.7,43054.2,0.14448532315081922
114,6625.0,52008.4,0.1273832688565693
116,6171.1,52779.2,0.1169229544972262
118,6837.4,54637.4,0.1251413866692046
120,7166.4,51116.7,0.1401968436929614
122,7087.6,52991.5,0.13374975231876812
124,7075.0,58029.1,0.12192158761724721
126,7975.1,63420.8,0.12574896563903326
128,6816.8,61600.0,0.11066233766233767
130,7937.4,63916.6,0.12418370188652086
132,7212.4,66937.6,0.10774811167415621
134,7170.8,64562.4,0.1110677422152832
136,7525.0,73533.2,0.10233472771482814
138,10633.5,93187.6,0.11410852946100124
140,8108.3,84716.9,0.09571053709472373
142,7375.1,84383.2,0.08740009859782517
144,7991.8,84387.4,0.09470371169155585
146,7616.6,36004.1,0.2115481292408365
148,7725.1,16175.1,0.47759210143986747
150,8200.0,16525.1,0.49621484892678414
152,7679.3,17025.0,0.4510602055800294
154,8220.8,16270.8,0.5052486663224918
156,7912.6,18491.8,0.4278977709038601
158,8762.4,19941.5,0.43940526038663086
160,8687.5,20158.4,0.43096178268116514
162,8746.0,20462.4,0.42741809367425126
164,9275.1,20512.7,0.4521637814622161
166,8800.1,20579.2,0.42762109314259056
168,9312.5,21045.7,0.4424894396480041
170,8387.5,20429.1,0.41056630003279637
172,10162.3,22679.3,0.4480870220862196
174,9525.0,24150.1,0.3944083047275167
176,9845.8,22654.2,0.43461256632324247
178,9229.0,22574.9,0.4088168718355341
180,10133.4,20616.7,0.4915141608501845
182,10350.0,24237.5,0.42702423929860756
184,10508.2,25841.6,0.4066389078075661
186,10116.7,23670.8,0.427391554151106
188,9825.3,21779.2,0.45113227299441666
190,10745.7,25904.2,0.4148246230341026
192,10562.5,25366.9,0.4163890739506995
194,10812.7,26574.9,0.4068764134578117
196,11679.2,27766.7,0.4206189428344024
198,11491.6,27766.7,0.41386264842419157
200,10279.3,27091.6,0.3794275716458238
202,10908.3,27141.7,0.4019018705534288
204,13291.6,33571.0,0.3959250543623961
206,10937.4,27029.1,0.4046527631330677
208,10966.6,33595.9,0.3264267365958346
210,12929.2,31341.7,0.41252388989748484
212,11345.8,29837.6,0.38025176287637075
214,11875.1,28787.5,0.4125089014329136
216,12016.6,31783.5,0.3780766750043262
218,11658.3,31554.3,0.3694678696722792
220,12358.3,32870.7,0.37596704664032105
222,11366.8,31349.9,0.3625785090223573
224,12450.1,35791.7,0.34784880293475867
226,12629.2,32554.2,0.38794379834245657
228,12308.3,36591.7,0.3363686300445183
230,12537.6,31941.7,0.39251511347235746
232,12983.3,34749.8,0.3736222942290315
234,13241.7,39704.2,0.333508797557941
236,13716.8,38745.9,0.3540193930196485
238,15208.4,37833.3,0.4019844951405243
240,12633.2,39962.5,0.31612636847044107
242,14041.7,36554.3,0.3841326465012324
244,15645.9,39058.4,0.40057708457079655
246,15967.0,41416.6,0.385521747318708
248,14054.1,44820.8,0.3135620069253561
250,14783.2,39308.4,0.3760824658342746
