2,2895.8
7,9225.2
12,12016.8
17,13658.3
22,11370.6
27,19037.5
32,12733.4
37,6637.5
42,9791.7
47,7583.3
52,11233.4
57,6470.8
62,7816.6
67,7804.2
72,8587.6
77,9962.7
82,10391.8
87,10887.4
92,11408.2
97,12133.4
102,14429.2
107,15308.3
112,14208.3
117,15958.5
122,15775.0
127,17637.3
132,16991.8
137,18733.4
142,19941.8
147,19745.7
152,21071.1
157,21204.2
162,22004.2
167,23804.3
172,24762.4
177,25612.5
182,26158.4
187,26237.6
192,27678.8
197,28562.2
202,29866.6
207,29891.5
212,32216.7
217,26320.8
222,7679.2
227,9179.3
232,8733.3
237,8404.1
242,8579.3
247,8412.4
252,9866.5
257,9204.1
262,10129.2
267,9025.0
272,9670.8
277,10383.2
282,11037.4
287,11116.7
292,10900.2
297,11645.9
302,11225.1
307,12041.6
312,11975.0
317,11137.5
322,12924.8
327,13016.5
332,12404.2
337,12820.9
342,13183.5
347,13183.1
352,14325.0
357,13383.4
362,13170.7
367,14791.6
372,14479.4
377,14012.5
382,15920.9
387,14666.6
392,17025.2
397,14658.3
402,15137.7
407,15208.4
412,16537.6
417,24366.6
422,20962.5
427,20145.7
432,19825.0
437,16291.7
442,17258.2
447,18821.0
452,18416.6
457,18133.3
462,18879.3
467,20608.3
472,19891.7
477,19979.2
482,19149.9
487,19887.6
492,20254.2
497,20595.7
502,21662.6
507,21116.8
512,22775.0
517,21570.7
522,21866.6
527,22220.9
532,23254.0
537,22420.8
542,24475.1
547,22445.8
552,24570.9
557,23091.7
562,25066.7
567,20225.1
572,24983.2
577,28029.4
582,24712.4
587,25646.0
592,23721.0
597,27987.6
602,25225.2
607,28574.9
612,24616.5
617,31758.3
622,27691.9
627,29283.3
632,25762.6
637,30591.7
642,27224.9
647,30920.7
652,27954.2
657,32683.4
662,27999.9
667,34687.7
672,29121.1
677,34337.6
682,32400.1
687,52258.2
692,30995.5
697,31266.8
702,34608.4
707,24658.2
712,24675.0
717,27116.6
722,25266.6
727,23958.3
732,25804.3
737,24574.9
742,27200.1
747,26521.0
752,27771.1
757,24716.7
762,30171.0
767,30216.7
772,35533.4
777,28333.4
782,26487.8
787,33025.0
792,34437.5
797,28637.5
802,34495.8
807,28762.5
812,34225.1
817,27975.0
822,31970.9
827,30770.9
832,34433.3
837,29883.3
842,36891.6
847,31324.8
852,36062.4
857,33995.8
862,36720.9
867,31549.9
872,41775.0
877,53329.0
882,33137.6
887,36691.6
892,31341.5
897,36970.8
902,31733.2
907,38895.8
912,34000.0
917,40720.8
922,33429.1
927,40995.8
932,34216.8
937,33037.5
942,42079.3
947,34624.9
952,41658.2
957,36908.5
962,43800.0
967,34671.0
972,36024.9
977,43625.1
982,35691.7
987,43837.4
992,38766.5
997,46108.5
