2,2325.0
7,4516.7
12,12008.3
17,8320.8
22,11941.8
27,11608.5
32,17591.9
37,28329.1
42,21874.8
47,14124.9
52,15521.1
57,21958.3
62,22770.8
67,17975.0
72,15233.2
77,10991.6
82,10337.4
87,9987.6
92,14137.6
97,11879.3
102,16262.6
107,14008.4
112,14954.2
117,16441.8
122,16954.0
127,19225.0
132,18600.0
137,19583.3
142,21216.7
147,21229.3
152,23433.1
157,24408.3
162,24254.2
167,25695.9
172,25758.3
177,25208.4
182,25604.0
187,33350.1
192,30479.3
197,29433.5
202,30720.9
207,33416.7
212,32716.7
217,38433.3
222,34329.4
227,35441.5
232,36308.4
237,38062.4
242,36720.8
247,41120.8
252,42845.9
257,42545.7
262,44262.5
267,43541.7
272,44624.8
277,46712.5
282,47120.8
287,50462.6
292,48854.4
297,57529.0
302,56333.4
307,61475.0
312,55008.5
317,56058.4
322,58012.1
327,62629.1
332,65362.4
337,61608.2
342,62583.4
347,63987.5
352,62646.0
357,59170.7
362,62591.5
367,66071.1
372,64275.1
377,67671.0
382,67016.7
387,68249.9
392,68049.9
397,69629.2
402,69504.2
407,74575.0
412,81820.8
417,77687.7
422,75529.3
427,81070.9
432,74775.3
437,80950.1
442,71516.6
447,57800.1
452,56983.4
457,56845.9
462,65299.7
467,66183.5
472,64762.6
477,63254.2
482,64208.4
487,65383.3
492,64258.3
497,65137.4
502,67325.1
507,67641.6
512,71970.7
517,67029.0
522,68112.5
527,67237.3
532,78999.9
537,41100.0
542,26812.6
547,27458.5
552,28574.8
557,28287.6
562,29529.1
567,29050.0
572,28533.3
577,38645.9
582,28845.8
587,37783.2
592,30512.5
597,36016.7
602,30000.1
607,31233.3
612,31870.9
617,32924.8
622,31445.8
627,33108.4
632,32991.7
637,37937.4
642,33429.3
647,32741.7
652,34583.2
657,34858.3
662,36287.4
667,35574.9
672,37199.7
677,35929.1
682,37704.3
687,38054.1
692,38887.4
697,35995.9
702,37220.7
707,39216.8
712,38204.3
717,35237.5
722,37679.1
727,36999.8
732,39071.0
737,40508.2
742,39950.1
747,57100.2
752,43291.5
757,43700.3
762,38887.4
767,37846.0
772,133491.7
777,46445.8
782,50862.6
787,42596.1
792,40579.3
797,42104.0
802,40420.9
807,40374.9
812,38420.7
817,41879.2
822,43316.4
827,43945.8
832,45000.1
837,51237.5
842,43933.5
847,42071.0
852,45466.9
857,43829.3
862,42254.4
867,45775.1
872,44083.6
877,53125.2
882,47233.1
887,47262.6
892,50283.1
897,48383.4
902,52508.4
907,58062.5
912,48325.2
917,50029.1
922,48333.5
927,51033.1
932,49812.7
937,45612.6
942,54141.7
947,55712.4
952,55666.9
957,55700.1
962,59066.7
967,52929.1
972,57695.9
977,58625.1
982,59404.0
987,58729.2
992,58283.3
997,56104.0
